1	2	0	0
2	4	0	0
3	6	0	0
4	8	0	0
5	10	0	0
6	12	0	0
7	14	0	0
8	16	0	0
9	18	0	0
10	20	0	0
11	20	0	2
12	20	0	4
13	20	0	6
14	20	0	8
15	20	0	10
16	20	0	12
17	20	0	14
18	20	0	16
19	20	0	18
20	20	0	20
21	18	2	20
22	16	4	20
23	14	6	20
24	12	8	20
25	10	10	20
26	8	12	20
27	6	14	20
28	4	16	20
29	2	18	20
30	0	20	20
31	0	18	18
32	0	16	16
33	0	14	14
34	0	12	12
35	0	10	10
36	0	8	8
37	0	6	6
38	0	4	4
39	0	2	2
40	0	0	0
